"Area Served","Callsign","Frequency(MHz)","Purpose","Polarisation","Antenna Height (m)","Antenna Pattern","Maximum ERP (W)","Technical Specification Number","Licence Number","Site id","Site Name","Zone","Easting","Northing","Latitude","Longitude","State","BSL","Licence Area","Licence Area ID","Status"
"Mildura/Sunraysia","3MIL","104.3","National","M","129","DA","200000","10002412","1150236","11763","Broadcast Mast BAI Comms Site Calder Hwy CARWARP","0","0","0","34 22 47S","142 11 18E","VIC","","","","Issued"
"Mildura/Sunraysia","3ABCRN","105.9","National","M","129","DA","200000","10002411","1150238","11763","Broadcast Mast BAI Comms Site Calder Hwy CARWARP","0","0","0","34 22 47S","142 11 18E","VIC","","","","Issued"
"Miles","4ABCRN","92.1","National","M","40","OD","650","10003878","1198675","14809","Telstra Site Microwave Hill  30014 Warrego Hwy COLUMBOOLA","0","0","0","26 38 58S","150 16 14E","QLD","","","","Issued"
"Miles","4RBL","94.5","Commercial","V","15","OD","500","10002732","1151930","14811","Comms & Rebel Media Towers Microwave Hill  30014 Warrego Hwy COLUMBOOLA","0","0","0","26 39 2S","150 16 13E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Miles","4BRZ","101.3","Commercial","V","15","OD","500","1133167","1941129","14811","Comms & Rebel Media Towers Microwave Hill  30014 Warrego Hwy COLUMBOOLA","0","0","0","26 39 2S","150 16 13E","QLD","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Milikapiti","8ACR","99.3","Community","V","10","OD","25","10003458","10187246","10004558","Council Workshop Milikapiti Internal MELVILLE ISLAND","0","0","0","11 25 27S","130 40 33E","NT","10123","MILIKAPITI RA1","","Issued"
"Milingimbi","8ACR","106.1","Community","V","10","OD","10","10002245","10308416","10007952","EARC Office 52 Maduimungun Rd MILINGIMBI","0","0","0","12 6 16S","134 55 22E","NT","10124","MILINGIMBI RA1","","Issued"
"Millicent","5THE","107.7","Community","V","35","OD","200","5703001","1385204","23800","Broadcast site 11 km E of Millicent MT BURR","0","0","0","37 36 8S","140 28 57E","SA","5703","MILLICENT RA1","","Issued"
"Minerva Mine","4HI","104.9","Retransmission","V","10","OD","25","1133327","1916911","404952","Minerva Coal Mine 20 km N of SPRINGSURE","0","0","0","23 54 57S","148 3 23E","QLD","","","","Issued"
"Minerva Mine","4HIT","106.5","Retransmission","V","10","OD","25","1133324","1916910","404952","Minerva Coal Mine 20 km N of SPRINGSURE","0","0","0","23 54 57S","148 3 23E","QLD","","","","Issued"
"Minjilang","8ABCRR","102.9","Retransmission","V","10","OD","10","8118001","10158711","1620","Council Office Site Cnr Yington & Arlwanaka Sts MINJILANG","0","0","0","11 9 2S","132 34 41E","NT","","","","Issued"
"Minjilang","8ACR","106.1","Community","M","10","OD","10","10003459","1154040","1620","Council Office Site Cnr Yington & Arlwanaka Sts MINJILANG","0","0","0","11 9 2S","132 34 41E","NT","10125","MINJILANG RA1","","Issued"
"Minlaton","8SAT","98.9","Commercial","V","25","DA","10000","10014369","1158869","153610","SA Water Site Lot 5 Minlaton-Stansbury Rd RAMSAY","0","0","0","34 47 40S","137 40 25E","SA","10147","REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1","","Issued"
"Minnipa","8SAT","106.9","Commercial","V","20","OD","2000","1133156","1909522","25169","Telstra site Lot 12 Talia Road MT DAMPER","0","0","0","33 8 33S","135 6 46E","SA","10147","REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1","","Issued"
"Miriam Vale","4ABCRR","88.3","National","M","26","OD","50","10007881","1152979","16904","Telstra Radio Terminal WESTWOOD RANGE","0","0","0","24 18 44S","151 37 27E","QLD","","","","Issued"
"Miriam Vale","4ABCRN","89.9","National","M","26","OD","50","10007885","1152984","16904","Telstra Radio Terminal WESTWOOD RANGE","0","0","0","24 18 44S","151 37 27E","QLD","","","","Issued"
"Mission Beach","4KZ","88.5","Commercial","V","22","DA","1000","10007541","1384919","41331","Broadcast Site  DUNK ISLAND","0","0","0","17 56 9S","146 8 39E","QLD","4177","INNISFAIL RA1","","Issued"
"Mission Beach","4ABCRR","89.3","National","V","25","DA","1000","10007529","1153121","41331","Broadcast Site  DUNK ISLAND","0","0","0","17 56 9S","146 8 39E","QLD","","","","Issued"
"Mission Beach","4ABCRN","90.9","National","V","25","DA","1000","10007528","1153122","41331","Broadcast Site  DUNK ISLAND","0","0","0","17 56 9S","146 8 39E","QLD","","","","Issued"
"Mitchell","","102.1","HPON","M","10","OD","25","10004223","1170740","55183","Broadcast Site Cambridge St MITCHELL","0","0","0","26 29 11S","147 58 31E","QLD","","","","Issued"
"Mitchell","","103.7","HPON","M","10","OD","25","10004222","1171075","55183","Broadcast Site Cambridge St MITCHELL","0","0","0","26 29 11S","147 58 31E","QLD","","","","Issued"
"Mitchell","4ZR","104.5","Retransmission","M","40","OD","250","167001","1159627","153039","Imparja Site Mitchell Escarp Warrego Hwy 15km ESE of MITCHELL","0","0","0","26 32 31S","148 6 45E","QLD","","","","Issued"
"Mitchell","4QW","106.1","National","M","69","OD","600","10003880","1198732","15136","Broadcast Australia Site Mitchell Escarpment  off Warrego Hwy 15km SE of MITCHELL","0","0","0","26 32 34S","148 6 41E","QLD","","","","Issued"
"Mitchell","4ABCRN","107.7","National","M","69","OD","600","10003879","1198774","15136","Broadcast Australia Site Mitchell Escarpment  off Warrego Hwy 15km SE of MITCHELL","0","0","0","26 32 34S","148 6 41E","QLD","","","","Issued"
"Moama","","92.5","HPON","M","10","OD","10","10007980","1154980","152661","Nominal Planning Site  MOAMA","0","0","0","35 58 42S","144 46 39E","NSW","","","","Issued"
"Moama","2SBSFM","99.7","Retransmission","M","40","OD","150","1132341","1183609","10002548","South Water Tank  Council Site 216 Cobb Hwy MOAMA","0","0","0","36 6 12S","144 45 12E","NSW","","","","Issued"
"Monaro","2MNO","93.3","Community","M","50","OD","2000","6171001","1170753","9793","Council Tower Emerald Hill  Lot 1  Old Bega Rd WINIFRED","0","0","0","36 31 11S","149 20 38E","NSW","1150162","COOMA RA2","","Issued"
"Monto","4BRZ","100.5","Retransmission","V","20","DA","900","1130144","1924266","153387","Council Site Lovedays Hill  246 Lovedays Rd BUKALI","0","0","0","24 49 38S","151 10 47E","QLD","","","","Issued"
"Monto","4ABCRN","101.9","National","M","26","DA","2000","10003882","1150315","16500","BAI Comms Site 78 Plateau Road MULGILDIE","0","0","0","24 59 21S","151 11 11E","QLD","","","","Issued"
"Monto","4RBL","105.1","Commercial","V","20","DA","900","10002724","1158264","153387","Council Site Lovedays Hill  246 Lovedays Rd BUKALI","0","0","0","24 49 38S","151 10 47E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Monto","4SBSFM","107.3","Retransmission","V","20","OD","250","1133178","1902314","153387","Council Site Lovedays Hill  246 Lovedays Rd BUKALI","0","0","0","24 49 38S","151 10 47E","QLD","","","","Issued"
"Moomba","5JJJ","104.5","Retransmission","V","60","OD","20","10000479","1156551","501694","Santos Communications Mast MOOMBA","0","0","0","28 7 5S","140 12 42E","SA","","","","Issued"
"Moomba","5ABCRR","106.1","Retransmission","V","30","OD","20","1987005","1154798","151395","Broadcast site MOOMBA","0","0","0","28 7 6S","140 12 36E","SA","","","","Issued"
"Moonford","4SBSFM","90.7","Retransmission","V","20","OD","250","1132883","1902313","153365","Broadcast Site Cania View MONTO","0","0","0","24 47 6S","150 58 22E","QLD","","","","Issued"
"Moonie","4DDD","93.1","s212 Retransmission","V","7","OD","30","1137809","1986085","142366","Moonie Rural Transaction Centre Cnr Moonie Hwy and Leichhardt Hwy MOONIE","0","0","0","27 43 2S","150 22 15E","QLD","","","","Issued"
"Moora","6FMS","90.9","Commercial","V","10","DA","600","1137989","10263091","30599","Broadcast Australia Site Quarrel Range  off Old Geraldton South Rd BERKSHIRE VALLEY","0","0","0","30 38 6S","116 9 35E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Moora","6SBSFM","103.5","Retransmission","V","10","OD","30","1132878","1567355","137573","Council Depot Cnr Roberts and Drummond St MOORA","0","0","0","30 38 44S","116 0 29E","WA","","","","Issued"
"Moora","6JJJ","105.1","Retransmission","V","10","OD","30","1132877","1567354","137573","Council Depot Cnr Roberts and Drummond St MOORA","0","0","0","30 38 44S","116 0 29E","WA","","","","Issued"
"Moora","6SAT","106.7","Retransmission","V","10","OD","30","1132876","1567353","137573","Council Depot Cnr Roberts and Drummond St MOORA","0","0","0","30 38 44S","116 0 29E","WA","","","","Issued"
"Moranbah","4HI","90.5","Commercial","V","25","DA","2000","10007724","10570164","18767","RCS Telecoms Site Carborough Range  off Peak Downs Hwy COPPABELLA","0","0","0","21 55 21S","148 18 45E","QLD","4176","EMERALD RA1","","Issued"
"Moranbah","4HIT","91.3","Commercial","M","30","OD","5000","10007723","1159633","18885","Broadcast Australia Site  CARBOROUGH RANGE","0","0","0","21 55 33S","148 19 7E","QLD","10333","EMERALD RA1","","Issued"
"Moranbah","4RFM","96.9","Community","V","20","OD","4000","10013634","1170874","404745","Rock FM Site CARBOROUGH RANGE","0","0","0","21 55 31S","148 19 7E","QLD","1150804","MORANBAH RA1","","Issued"
"Moranbah","4QAA","104.9","National","M","20","OD","10000","5507002","1198705","18885","Broadcast Australia Site  CARBOROUGH RANGE","0","0","0","21 55 33S","148 19 7E","QLD","","","","Issued"
"Moranbah","4ABCRN","106.5","National","M","20","OD","10000","2331001","1198736","18885","Broadcast Australia Site  CARBOROUGH RANGE","0","0","0","21 55 33S","148 19 7E","QLD","","","","Issued"
"Moranbah Town","4SBSFM","92.9","Retransmission","V","30","DA","50","1131056","10183482","151650","Broadcast Site Water Tower Clements St & Mills Ave MORANBAH","0","0","0","22 0 2S","148 3 38E","QLD","","","","Issued"
"Morawa","6SBSFM","93.5","Retransmission","M","40","OD","600","1133535","1922539","31413","Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA","0","0","0","29 19 7S","115 52 56E","WA","","","","Issued"
"Morawa","6FMS","103.1","Commercial","V","65","DA","100","1137734","10263093","31413","Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA","0","0","0","29 19 7S","115 52 56E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Morawa","6SAT","104.7","Commercial","V","46","OD","100","1137733","10652906","31395","Broadcast Site 17 km SW of MORAWA","0","0","0","29 19 1S","115 52 46E","WA","10018","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Morawa","6JJJ","106.3","Retransmission","M","65","OD","500","10002469","1142574","31413","Commercial TV Site Mt Campbell  1254 Old Three Springs Rd MERKANOOKA","0","0","0","29 19 7S","115 52 56E","WA","","","","Issued"
"Moree","2NOW","98.3","Commercial","V","90","DA","100000","2994001","1384860","35653","Broadcast Australia Site  MOUNT DOWE","0","0","0","30 17 4S","150 10 3E","NSW","2994","MOREE RA1","","Issued"
"Moree Town","","103.7","HPON","M","30","OD","1000","10008160","1155269","152956","Broadcast Site Graincorp Wheat Silo Tycannah St MOREE","0","0","0","29 29 58S","149 51 19E","NSW","","","","Issued"
"Mornington","3RPP","98.7","Community","M","35","OD","800","1969001","1385177","12127","RPP Site Pindara Rd ARTHURS SEAT","0","0","0","38 21 22S","144 57 5E","VIC","1969","MORNINGTON RA1","","Issued"
"Moruya","","98.5","HPON","M","10","OD","100","10008514","1170205","35140","Cmty Radio Site 9 Rose St MORUYA","0","0","0","35 55 23S","150 4 36E","NSW","","","","Issued"
"Moruya","2EAR","107.5","Community","M","10","DA","1600","1772001","1385133","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","1772","MORUYA RA1","","Issued"
"Morven","4RR","104.3","s212 Retransmission","V","20","OD","300","12000534","10552350","153046","Broadcast Site Council Depot cnr West & Roma Sts MORVEN","0","0","0","26 25 5S","147 6 38E","QLD","","","","Issued"
"Morven","4VL","105.9","Commercial","M","20","OD","400","10013412","10072851","153513","Pinecam Site MORVEN","0","0","0","26 24 47S","147 7 13E","QLD","10218","CHARLEVILLE RA1","","Issued"
"Morven","4VL","105.9","Commercial","M","20","OD","400","10013412","1159212","153592","Broadcast Site Water Reservoir Warrego Hwy MORVEN","0","0","0","26 24 47S","147 6 17E","QLD","10218","CHARLEVILLE RA1","","Expired"
"Morven","4ABCRN","107.5","National","M","66","OD","400","10003883","1198758","15169","Broadcast Site 10 km South of MORVEN","0","0","0","26 30 20S","147 8 2E","QLD","","","","Issued"
"Morwell","3SBSFM","90.9","Retransmission","V","20","OD","200","1133676","1928260","136384","Power Works Building Ridge Road MORWELL","0","0","0","38 14 49S","146 24 50E","VIC","","","","Issued"
"Moss Vale","2WYR","92.5","Community","M","32","DA","200","1132497","10262136","9362","Broadcast Site 100 m N of trig point MOUNT GIBRALTAR","0","0","0","34 27 52S","150 25 42E","NSW","1150174","BOWRAL RA1","","Issued"
"Mossman","4RGC","88.5","Commercial","M","40","OD","1000","10007856","1158249","21759","Telstra Site off Mossman-Daintree Rd NEWELL","0","0","0","16 26 1S","145 23 10E","QLD","1150044","CAIRNS RA1","","Issued"
"Mossman","4ABCRN","90.1","National","M","40","OD","1000","10007432","1150299","21759","Telstra Site off Mossman-Daintree Rd NEWELL","0","0","0","16 26 1S","145 23 10E","QLD","","","","Issued"
"Mossman","","90.9","HPON","M","40","OD","1000","10007489","1154774","21215","Comms Tower Flagstaff Hill Island Point Rd PORT DOUGLAS","0","0","0","16 28 55S","145 28 2E","QLD","","","","Issued"
"Mossman","4CCA","92.5","Commercial","M","40","OD","1000","10007488","1158227","441105","Axicom Site adj Water Reservoir  Lot 2 Gorge View Cres MOSSMAN GORGE","0","0","0","16 28 14S","145 21 49E","QLD","1150014","CAIRNS RA1","","Issued"
"Mossman","4SBSFM","95.1","Retransmission","V","30","OD","30","1132680","1918893","441105","Axicom Site adj Water Reservoir  Lot 2 Gorge View Cres MOSSMAN GORGE","0","0","0","16 28 14S","145 21 49E","QLD","","","","Issued"
"Mount Barker","5LCM","88.9","Community","M","15","DA","500","12000553","11022974","305178","Cleggett Farm Cnr Cleggett Rd & Rosella Crt LITTLEHAMPTON","0","0","0","35 2 59S","138 51 12E","SA","1180024","MOUNT BARKER RA1","","Issued"
"Mount Barker","5MU","94.3","Commercial","M","45","DA","1000","12000516","11020859","23483","Major Radio Site Mount Summit Road MOUNT BARKER","0","0","0","35 4 0S","138 55 17E","SA","4194","MURRAY BRIDGE RA1","","Issued"
"Mount Barker","5EZY","100.3","Commercial","M","45","OD","1000","10010683","1157334","23483","Major Radio Site Mount Summit Road MOUNT BARKER","0","0","0","35 4 0S","138 55 17E","SA","10361","MURRAY BRIDGE RA1","","Issued"
"Mount Beauty","3NE","90.1","Commercial","V","10","OD","10","10007607","1151866","150427","FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY","0","0","0","36 44 27S","147 10 32E","VIC","10398","WANGARATTA RA1","","Issued"
"Mount Beauty","3NNN","93.3","Commercial","V","10","OD","10","10007908","1153257","150427","FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY","0","0","0","36 44 27S","147 10 32E","VIC","10391","WANGARATTA RA1","","Issued"
"Mount Beauty","3VKV","96.5","Community","V","30","OD","100","1133183","1171043","11959","Telstra CMTS Site BIG HILL","0","0","0","36 47 6S","147 11 51E","VIC","1150015","MT BEAUTY RA1","","Issued"
"Mount Buffalo","3NE","99.1","Commercial","V","18","OD","200","10007991","1154096","41098","The Mount Buffalo Chalet Site MT BUFFALO","0","0","0","36 43 23S","146 49 10E","VIC","10398","WANGARATTA RA1","","Issued"
"Mount Buller","8SAT","90.5","Retransmission","M","15","OD","200","1133865","1949904","305423","Snow Making Factory Summit Rd MT BULLER","0","0","0","37 8 51S","146 26 12E","VIC","","","","Issued"
"Mount Gambier","5SEF","96.1","Commercial","M","50","OD","20000","10004702","1153709","23959","Austar MDS Site The Bluff (SE) 21 km WNW MOUNT GAMBIER","0","0","0","37 43 34S","140 34 14E","SA","10312","MT GAMBIER RA1","","Issued"
"Mount Gambier","5GTR","100.1","Community","M","36","OD","1000","10010697","1385200","131229","Broadcast Site off Illman Rd  6km NW of COMPTON","0","0","0","37 46 48S","140 41 54E","SA","3075","MOUNT GAMBIER RA2","","Issued"
"Mount Gambier","5JJJ","102.5","National","M","44","DA","240000","7565001","1151771","23800","Broadcast site 11 km E of Millicent MT BURR","0","0","0","37 36 8S","140 28 57E","SA","","","","Issued"
"Mount Gambier","5ABCRN","103.3","National","M","44","DA","240000","7566001","1151772","23800","Broadcast site 11 km E of Millicent MT BURR","0","0","0","37 36 8S","140 28 57E","SA","","","","Issued"
"Mount Gambier","5ABCFM","104.1","National","M","44","DA","190000","3023001","1150208","23800","Broadcast site 11 km E of Millicent MT BURR","0","0","0","37 36 8S","140 28 57E","SA","","","","Issued"
"Mount Gambier","5RCB","104.9","Community","M","50","DA","20000","10010695","1171736","23959","Austar MDS Site The Bluff (SE) 21 km WNW MOUNT GAMBIER","0","0","0","37 43 34S","140 34 14E","SA","1150784","MT GAMBIER RA1","","Issued"
"Mount Gambier","5PNN","105.7","National","M","44","DA","240000","10010696","1189261","23800","Broadcast site 11 km E of Millicent MT BURR","0","0","0","37 36 8S","140 28 57E","SA","","","","Issued"
"Mount Garnet","4ABCRR","95.7","National","M","25","OD","50","10003939","1198684","21714","Telstra Site Lot 39 Onyx St MOUNT GARNET","0","0","0","17 41 7S","145 7 13E","QLD","","","","Issued"
"Mount Garnet","4ABCRN","97.3","National","M","25","OD","50","10003938","1198686","21714","Telstra Site Lot 39 Onyx St MOUNT GARNET","0","0","0","17 41 7S","145 7 13E","QLD","","","","Issued"
"Mount Hotham","3NE","89.3","Commercial","V","10","OD","200","10007604","1157767","41113","Mt Hotham Comms Tower MT HOTHAM","0","0","0","36 58 30S","147 7 42E","VIC","10398","WANGARATTA RA1","","Issued"
"Mount Isa","4MOB","100.9","Community","M","30","OD","600","10004644","1153224","41317","Broadcast/Comm Site Emma Smith Vista MOUNT ISA","0","0","0","20 44 3S","139 29 37E","QLD","10305","MOUNT ISA RA2","","Issued"
"Mount Isa","4ABCFM","101.7","National","M","31","OD","1000","10003946","1198699","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Isa","4MIC","102.5","Commercial","M","30","OD","600","10003831","1384934","151687","Radio 4MIC Tower  Nth Qld Bcing Site City Lookout  off Hilary St MOUNT ISA","0","0","0","20 43 24S","139 29 52E","QLD","10226","MT ISA RA1","","Issued"
"Mount Isa","","103.3","HPON","M","31","OD","600","10004031","1153479","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Isa","4JJJ","104.1","National","M","31","OD","1000","10003945","1153123","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Isa","4PNN","104.9","National","M","31","OD","1000","10003723","1566068","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Isa","4ABCRR","106.5","National","M","31","OD","1000","10003943","1153124","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Isa","4ABCRN","107.3","National","M","31","OD","1000","10003941","1198747","39695","Broadcast Tower  Broadcast Australia Site DCA Hill  2.5 km SE of MOUNT ISA","0","0","0","20 44 4S","139 30 45E","QLD","","","","Issued"
"Mount Keith","6FMS","97.7","Retransmission","V","10","OD","20","10011674","1156864","153280","Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH","0","0","0","27 12 56S","120 33 24E","WA","","","","Issued"
"Mount Keith","6JJJ","98.5","Retransmission","V","10","OD","20","10011673","1156863","153280","Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH","0","0","0","27 12 56S","120 33 24E","WA","","","","Issued"
"Mount Keith","6ABCRN","99.3","Retransmission","V","10","OD","20","10011672","1156862","153280","Broadcast Site Mt Keith Nickel Operation via Leinster Goldfields Hwy MOUNT KEITH","0","0","0","27 12 56S","120 33 24E","WA","","","","Issued"
"Mount Keith Mine Village","6JJJ","100.9","Retransmission","V","10","OD","20","10010946","1156703","29744","Broadcast Site Mine Village MOUNT KEITH","0","0","0","27 16 57S","120 33 5E","WA","","","","Issued"
"Mount Keith Mine Village","6FMS","102.9","Retransmission","V","10","OD","20","1132629","1565247","29744","Broadcast Site Mine Village MOUNT KEITH","0","0","0","27 16 57S","120 33 5E","WA","","","","Issued"
"Mount Keith Mine Village","6ABCRR","105.3","Retransmission","V","10","OD","20","1132630","1565248","29744","Broadcast Site Mine Village MOUNT KEITH","0","0","0","27 16 57S","120 33 5E","WA","","","","Issued"
"Mount Keith Mine Village","6ABCRN","107.7","Retransmission","V","10","OD","20","1132631","1565249","29744","Broadcast Site Mine Village MOUNT KEITH","0","0","0","27 16 57S","120 33 5E","WA","","","","Issued"
"Mount Liebig","8JJJ","100.1","Retransmission","V","10","OD","20","1130297","1142059","153133","Broadcast Site MT LIEBIG","0","0","0","23 15 58S","131 16 20E","NT","","","","Issued"
"Mount Liebig","8KIN","102.5","Retransmission","V","10","OD","20","1130945","1145758","153133","Broadcast Site MT LIEBIG","0","0","0","23 15 58S","131 16 20E","NT","","","","Issued"
"Mount Liebig","8ABCRR","104.9","Retransmission","V","10","OD","20","1130296","1142061","153133","Broadcast Site MT LIEBIG","0","0","0","23 15 58S","131 16 20E","NT","","","","Issued"
"Mount Liebig","8ABCRN","107.3","Retransmission","V","10","OD","20","1130182","1142060","153133","Broadcast Site MT LIEBIG","0","0","0","23 15 58S","131 16 20E","NT","","","","Issued"
"Mount Magnet","6SAT","100.9","Commercial","M","23","OD","50","10001199","1158242","151399","Broadcast Australia Site Lot 405 Criddle St MT MAGNET","0","0","0","28 3 23S","117 50 33E","WA","10018","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Mount Magnet","6FMS","102.5","Commercial","M","16","OD","10","10001198","1384912","151399","Broadcast Australia Site Lot 405 Criddle St MT MAGNET","0","0","0","28 3 23S","117 50 33E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Mount Magnet","","104.1","HPON","V","30","OD","50","10001197","1152316","142667","Broadcast Site  Grand Hotel 65 Hepburn Street MOUNT MAGNET","0","0","0","28 3 52S","117 50 55E","WA","","","","Issued"
"Mount Magnet","6ABCRR","105.7","National","M","18","OD","50","10001196","1198508","151399","Broadcast Australia Site Lot 405 Criddle St MT MAGNET","0","0","0","28 3 23S","117 50 33E","WA","","","","Issued"
"Mount Magnet","6ABCRN","107.3","National","M","15","OD","50","10001195","1198531","151399","Broadcast Australia Site Lot 405 Criddle St MT MAGNET","0","0","0","28 3 23S","117 50 33E","WA","","","","Issued"
"Mount Molloy","4ABCRR","95.7","National","M","70","OD","50","10007502","1198685","40988","Broadcast Site 1km N of MT MOLLOY","0","0","0","16 39 33S","145 19 24E","QLD","","","","Issued"
"Mount Molloy","4ABCRN","97.3","National","M","70","OD","50","10007496","1198687","40988","Broadcast Site 1km N of MT MOLLOY","0","0","0","16 39 33S","145 19 24E","QLD","","","","Issued"
"Mount Murchison","4RGK","101.1","Retransmission","V","20","DA","100","10013870","10322787","17734","Comms Site Callide Mine MOUNT MURCHISON","0","0","0","24 18 23S","150 35 44E","QLD","","","","Issued"
"Mount Murchison","4CC","102.7","Retransmission","V","20","DA","100","10013869","10322790","17734","Comms Site Callide Mine MOUNT MURCHISON","0","0","0","24 18 23S","150 35 44E","QLD","","","","Issued"
"Mount Rawdon Minesite","4JJJ","101.5","Retransmission","V","20","OD","300","12000874","11244526","9003763","Mt Rawdon Minesite 17 km SE of Township MOUNT PERRY","0","0","0","25 16 22S","151 45 50E","QLD","","","","Issued"
"Mount Rawdon Minesite","4ABCRN","107.9","Retransmission","V","20","OD","300","12000875","11244574","9003763","Mt Rawdon Minesite 17 km SE of Township MOUNT PERRY","0","0","0","25 16 22S","151 45 50E","QLD","","","","Issued"
"Mount Selwyn","2SKI","90.3","Commercial","V","10","OD","100","12000540","10448782","10012459","Top Station Chairlift Kings Cross Road MOUNT SELWYN","0","0","0","35 54 22S","148 27 19E","NSW","10345","COOMA RA1","","Issued"
"Mount Surprise","4JJJ","103.7","Retransmission","V","14","OD","10","1131120","1180798","21433","QR Site  MT SURPRISE","0","0","0","18 8 49S","144 19 4E","QLD","","","","Issued"
"Mount Surprise","4ABCRR","105.3","Retransmission","V","10","OD","10","1415018","511187","21433","QR Site  MT SURPRISE","0","0","0","18 8 49S","144 19 4E","QLD","","","","Issued"
"Mount Surprise","4ABCRN","106.9","Retransmission","V","10","OD","10","1984004","511186","21433","QR Site  MT SURPRISE","0","0","0","18 8 49S","144 19 4E","QLD","","","","Issued"
"Mount Tamborine","4RBL","99.4","Commercial","M","30","DA","2000","10010402","1145536","153375","Rebel Media Site Golf Course Rd TAMBORINE MOUNTAIN","0","0","0","27 58 12S","153 12 49E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Mount Tamborine","4BRZ","100.6","Commercial","M","30","DA","2000","10011920","1149187","153375","Rebel Media Site Golf Course Rd TAMBORINE MOUNTAIN","0","0","0","27 58 12S","153 12 49E","QLD","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Mount Webber Mine","6JJJ","90.5","Retransmission","V","35","OD","30","1138052","1991717","9019239","Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER","0","0","0","21 33 7S","119 17 1E","WA","","","","Issued"
"Mount Webber Mine","6FMS","92.1","Retransmission","V","35","OD","30","1138053","1991718","9019239","Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER","0","0","0","21 33 7S","119 17 1E","WA","","","","Issued"
"Mount Webber Mine","6ABCRR","93.7","Retransmission","V","35","OD","30","1138054","1991719","9019239","Mount Webber Mine RBS 18 km ENE of MOUNT WEBBER","0","0","0","21 33 7S","119 17 1E","WA","","","","Issued"
"Mountain Districts","3MDR","97.1","Community","M","40","OD","400","5561001","1385165","302567","Water Tower Yarra Valley Water Site  Ridge Rd KALLISTA","0","0","0","37 54 11S","145 24 8E","VIC","5561","MOUNTAIN DISTRICTS RA1","","Issued"
"Moura","4ABCRR","96.1","National","M","25","OD","50","10007102","1158103","17819","Broadcast Site lane off Moura-Bindaree Rd MOURA","0","0","0","24 33 49S","149 58 31E","QLD","","","","Issued"
"Moura","4ABCRN","96.9","National","M","25","OD","50","10007103","1158104","17819","Broadcast Site lane off Moura-Bindaree Rd MOURA","0","0","0","24 33 49S","149 58 31E","QLD","","","","Issued"
"Mt Marion Mine","6FMS","102.9","Retransmission","V","20","OD","25","12000640","10652679","9028290","Mt Marion Mine Site 5 km NE of Coolgardie- Esperance Highway KARRAMINDIE","0","0","0","31 4 47S","121 26 14E","WA","","","","Expired"
"Mt St Leonard","8SAT","106.3","Commercial","M","40","DA","24","10005934","1151947","36223","Telstra site  MT ST LEONARD","0","0","0","37 34 3S","145 31 32E","VIC","10147","REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1","","Issued"
